time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
4455813,-51.01,-51.01,-51.01,-51.01
4494188,-50.92,-50.92,-50.92,-50.92
4537400,-50.91,-50.90,-50.91,-50.91
4574594,-50.84,-50.84,-50.83,-50.83
4615509,-50.77,-50.77,-50.77,-50.77
4657683,-50.78,-50.77,-50.77,-50.77
4700068,-50.73,-50.73,-50.73,-50.73
4754725,-50.77,-50.77,-50.77,-50.77
4796518,-50.77,-50.77,-50.77,-50.77
4836661,-50.71,-50.71,-50.71,-50.71
