time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3972079,50.50,50.50,50.50,50.50
4004830,50.48,50.49,50.49,50.49
4036950,50.39,50.39,50.39,50.39
4077091,50.52,50.52,50.52,50.52
4119170,50.38,50.38,50.39,50.39
4157921,50.39,50.40,50.39,50.39
4204510,50.40,50.41,50.41,50.41
4273720,50.40,50.40,50.40,50.40
4300731,50.32,50.32,50.33,50.32
