time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3158801,50.21,50.21,50.21,50.21
3240581,50.22,50.22,50.22,50.22
3297113,50.23,50.23,50.23,50.23
3448437,50.42,50.43,50.42,50.42
3484185,50.47,50.48,50.47,50.48
3512902,50.46,50.47,50.47,50.47
3643870,50.43,50.43,50.43,50.43
3670387,50.36,50.36,50.36,50.36
3693525,50.26,50.26,50.26,50.26
3894870,50.39,50.39,50.39,50.39
