time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
6476624,-50.84,-50.84,-50.84,-50.84
6537120,-50.90,-50.90,-50.90,-50.90
6599415,-50.74,-50.73,-50.73,-50.73
6643742,-50.74,-50.74,-50.74,-50.74
6742396,-50.73,-50.72,-50.72,-50.72
6847159,-50.88,-50.88,-50.88,-50.88
6892497,-50.86,-50.86,-50.86,-50.86
6932824,-50.83,-50.84,-50.83,-50.83
6980061,-50.78,-50.78,-50.78,-50.78
7020119,-50.80,-50.80,-50.80,-50.80
