time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
930344,-51.03,-51.03,-51.03,-51.03
957298,-50.54,-50.53,-50.54,-50.54
1148558,-51.02,-51.02,-51.02,-51.02
1177139,-51.04,-51.04,-51.04,-51.04
1214259,-50.98,-50.98,-50.98,-50.98
1246455,-50.90,-50.90,-50.90,-50.90
1274623,-50.93,-50.92,-50.93,-50.93
1323336,-50.98,-50.97,-50.98,-50.98
1490636,-51.02,-51.02,-51.02,-51.02
1527596,-50.95,-50.96,-50.95,-50.95
