time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
7332938,51.00,51.00,51.00,51.00
7397100,50.96,50.97,50.97,50.97
7450074,50.97,50.97,50.97,50.97
7505037,50.96,50.97,50.97,50.97
7586342,51.03,51.04,51.04,51.04
7661934,51.03,51.03,51.03,51.03
7717560,51.01,51.01,51.01,51.01
7774055,51.05,51.05,51.05,51.05
7851527,51.09,51.10,51.10,51.10
8053558,51.13,51.14,51.14,51.14
