time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
2454267,50.84,50.84,50.84,50.84
2480546,50.80,50.80,50.80,50.80
2509821,50.73,50.73,50.73,50.73
2565393,50.78,50.78,50.78,50.78
2597410,50.78,50.78,50.78,50.78
2686513,50.80,50.81,50.81,50.81
2715312,50.78,50.79,50.79,50.79
2753397,50.74,50.74,50.74,50.74
2788087,50.83,50.83,50.83,50.83
2809867,50.75,50.75,50.75,50.75
