time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
4091006,-50.79,-50.79,-50.79,-50.79
4175836,-50.58,-50.59,-50.58,-50.58
4288935,-50.48,-50.49,-50.48,-50.48
4352156,-50.39,-50.39,-50.39,-50.39
4367466,-50.36,-50.36,-50.35,-50.35
4406738,-50.44,-50.42,-50.43,-50.43
4464025,-50.34,-50.33,-50.33,-50.33
4808276,-50.34,-50.34,-50.34,-50.34
4851220,-50.37,-50.37,-50.37,-50.37
4889758,-50.30,-50.29,-50.30,-50.30
