time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
2172752,-50.92,-50.90,-50.92,-50.92
2303310,-50.76,-50.76,-50.77,-50.76
2421342,-50.76,-50.76,-50.76,-50.76
2447708,-50.72,-50.71,-50.72,-50.72
2474463,-50.62,-50.62,-50.62,-50.62
2496140,-50.61,-50.61,-50.61,-50.61
2646048,-50.74,-50.73,-50.74,-50.74
2682715,-50.42,-50.41,-50.42,-50.42
2749262,-50.69,-50.69,-50.69,-50.69
2783299,-50.53,-50.54,-50.54,-50.53
