time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3289924,50.73,50.74,50.74,50.73
3330500,50.74,50.74,50.74,50.74
3367757,50.71,50.71,50.71,50.72
3398924,50.67,50.67,50.67,50.67
3439687,50.72,50.72,50.72,50.72
3471779,50.69,50.70,50.70,50.70
3587680,50.92,50.92,50.92,50.92
3637047,50.96,50.96,50.96,50.96
3693394,51.02,51.02,51.02,51.02
