time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
7423134,-50.73,-50.73,-50.73,-50.73
7477476,-50.82,-50.82,-50.83,-50.83
7535860,-50.84,-50.84,-50.85,-50.84
7618365,-50.86,-50.86,-50.86,-50.86
7693357,-50.90,-50.89,-50.89,-50.89
7744452,-50.86,-50.86,-50.86,-50.86
7878429,-50.90,-50.90,-50.90,-50.90
8024318,-51.01,-51.01,-51.01,-51.01
8081181,-50.93,-50.93,-50.93,-50.93
8126586,-50.85,-50.85,-50.85,-50.85
