time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3203607,-50.79,-50.78,-50.79,-50.79
3275859,-50.83,-50.82,-50.83,-50.83
3312749,-50.85,-50.84,-50.85,-50.85
3352752,-50.74,-50.74,-50.74,-50.74
3383868,-50.71,-50.70,-50.71,-50.71
3424309,-50.78,-50.78,-50.78,-50.78
3457823,-50.71,-50.71,-50.71,-50.71
3619489,-50.80,-50.81,-50.81,-50.80
3671344,-50.94,-50.94,-50.94,-50.94
3774464,-50.94,-50.94,-50.94,-50.94
