time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3067049,-50.43,-50.43,-50.43,-50.43
3135321,-50.46,-50.48,-50.47,-50.47
3171080,-50.42,-50.41,-50.41,-50.42
3282864,-50.26,-50.26,-50.26,-50.26
3434178,-50.53,-50.51,-50.53,-50.53
3470326,-50.57,-50.56,-50.56,-50.56
3497964,-50.47,-50.48,-50.47,-50.47
3656838,-50.63,-50.63,-50.63,-50.63
3681566,-50.32,-50.32,-50.32,-50.32
3762716,-50.45,-50.46,-50.45,-50.45
