time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
2189266,50.70,50.70,50.70,50.71
2341634,50.90,50.91,50.90,50.90
2387568,50.68,50.68,50.68,50.68
2433055,50.71,50.71,50.71,50.71
2461931,50.74,50.75,50.75,50.75
2659051,50.72,50.72,50.72,50.72
2768755,50.78,50.79,50.79,50.79
2797323,50.68,50.68,50.68,50.68
2857746,50.61,50.60,50.61,50.61
2875023,50.59,50.59,50.59,50.59
