time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
6934543,49.62,49.61,49.62,49.62
847430,49.73,49.73,49.73,49.73
883008,49.64,49.64,49.65,49.65
966323,49.70,49.70,49.70,49.70
998576,49.69,49.68,49.69,49.69
1069200,49.75,49.75,49.75,49.75
1098412,49.72,49.70,49.72,49.72
1126768,49.57,49.57,49.57,49.57
1151114,49.65,49.65,49.65,49.65
1215513,49.69,49.70,49.69,49.69
