time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
1568698,-49.88,-49.89,-49.89,-49.88
1611847,-49.87,-49.87,-49.87,-49.87
1702394,-49.87,-49.87,-49.87,-49.86
1752954,-49.85,-49.85,-49.85,-49.85
1992703,-49.80,-49.80,-49.80,-49.80
2022427,-49.78,-49.78,-49.78,-49.78
2081117,-49.83,-49.83,-49.83,-49.83
2115296,-49.82,-49.82,-49.82,-49.82
2212935,-49.91,-49.91,-49.91,-49.91
2299894,-49.82,-49.82,-49.82,-49.82
