time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3176536,-49.79,-49.79,-49.79,-49.79
3194628,-49.75,-49.74,-49.74,-49.74
3300474,-49.76,-49.75,-49.76,-49.76
3429791,-49.92,-49.89,-49.91,-49.91
3451214,-49.86,-49.85,-49.86,-49.86
3664258,-49.76,-49.75,-49.76,-49.76
3679798,-49.71,-49.71,-49.71,-49.71
3725047,-49.74,-49.74,-49.74,-49.74
3739619,-49.76,-49.76,-49.76,-49.76
3758090,-49.77,-49.77,-49.77,-49.77
