time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
2440695,-49.79,-49.79,-49.79,-49.79
2518336,-49.85,-49.84,-49.85,-49.85
2665270,-49.88,-49.88,-49.88,-49.88
2686446,-49.88,-49.87,-49.88,-49.88
2705722,-49.86,-49.86,-49.86,-49.86
2754541,-49.77,-49.77,-49.77,-49.77
2777317,-49.78,-49.78,-49.78,-49.78
2799793,-49.82,-49.82,-49.82,-49.82
2895597,-49.77,-49.77,-49.78,-49.78
2918922,-49.76,-49.75,-49.75,-49.75
