time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
2469957,-49.69,-49.69,-49.69,-49.69
2549776,-49.57,-49.57,-49.57,-49.57
2602124,-49.65,-49.66,-49.65,-49.65
2625932,-49.60,-49.60,-49.59,-49.59
2685391,-49.73,-49.73,-49.72,-49.72
2705586,-49.65,-49.66,-49.66,-49.65
2778293,-49.66,-49.64,-49.66,-49.66
2806825,-49.73,-49.73,-49.73,-49.73
2829725,-49.67,-49.67,-49.67,-49.67
2851259,-49.71,-49.72,-49.70,-49.70
