time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
5221648,49.75,49.75,49.76,49.76
5259298,49.76,49.76,49.76,49.76
5407004,49.68,49.68,49.68,49.68
5462783,49.64,49.65,49.65,49.65
5667079,49.70,49.70,49.70,49.70
5781087,49.66,49.66,49.66,49.66
5899543,49.65,49.66,49.65,49.65
5929817,49.65,49.65,49.65,49.65
6069398,49.81,49.81,49.81,49.81
6096423,49.77,49.77,49.78,49.78
6136926,49.72,49.72,49.72,49.72
