time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
4526681,49.97,49.97,49.97,49.97
4609324,50.02,50.02,50.02,50.02
4659105,49.96,49.96,49.96,49.96
4761618,49.93,49.93,49.93,49.93
4818803,49.95,49.95,49.95,49.95
4872256,49.97,49.98,49.98,49.98
4971016,49.92,49.92,49.92,49.92
5117602,49.98,49.98,49.98,49.98
5172936,49.90,49.90,49.90,49.90
5240201,49.91,49.91,49.92,49.92
