time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
110333,-50.02,-50.02,-50.01,-50.01
256303,-50.02,-50.02,-50.02,-50.02
355686,-49.89,-49.90,-49.89,-49.89
540011,-50.06,-50.05,-50.05,-50.05
609666,-49.98,-49.98,-49.98,-49.98
774626,-50.02,-50.02,-50.02,-50.02
862909,-49.99,-49.99,-49.99,-49.99
1034071,-49.98,-49.99,-49.99,-49.99
1129047,-50.01,-50.01,-50.01,-50.01
1305639,-49.92,-49.92,-49.92,-49.92
