time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3096085,-49.53,-49.51,-49.53,-49.53
3116526,-49.56,-49.57,-49.55,-49.55
3137429,-49.56,-49.55,-49.56,-49.56
3157349,-49.68,-49.67,-49.68,-49.68
3176147,-49.68,-49.68,-49.68,-49.68
3194137,-49.64,-49.65,-49.64,-49.64
3211904,-49.68,-49.68,-49.67,-49.67
3234341,-49.55,-49.55,-49.55,-49.55
3259688,-49.68,-49.68,-49.68,-49.68
3276741,-49.58,-49.56,-49.58,-49.58
