time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
30915,50.00,50.00,50.00,50.00
154428,50.04,50.05,50.04,50.04
301904,50.06,50.07,50.06,50.06
419732,50.09,50.09,50.09,50.09
503013,50.03,50.03,50.03,50.03
572962,49.97,50.00,49.97,49.97
656758,50.00,50.00,50.00,50.00
740260,50.00,50.00,50.00,50.00
1270794,50.02,50.02,50.02,50.02
