time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
5401143,50.01,50.01,50.01,50.01
5535907,50.15,50.15,50.15,50.15
5697701,49.97,49.97,49.97,49.97
5834916,49.97,49.97,49.97,49.97
6244593,50.07,50.07,50.07,50.07
6360621,50.08,50.08,50.08,50.08
6477009,50.06,50.06,50.06,50.06
6592344,50.14,50.14,50.14,50.14
6723068,49.96,49.97,49.97,49.97
6868307,50.01,50.01,50.03,50.03
