time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
1625673,49.90,49.91,49.91,49.91
1649659,49.89,49.89,49.89,49.89
1685264,49.97,49.98,49.97,49.97
1713344,49.83,49.84,49.84,49.84
1738125,49.85,49.85,49.85,49.85
1766392,49.89,49.89,49.89,49.89
1791924,49.90,49.90,49.91,49.91
1823705,49.92,49.93,49.93,49.93
1848422,49.82,49.82,49.82,49.82
1875743,49.92,49.93,49.93,49.93
2009352,49.83,49.83,49.84,49.84
2125694,49.84,49.85,49.85,49.85
