time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
3121107,49.76,49.76,49.76,49.76
3142894,49.73,49.74,49.74,49.74
3165734,49.75,49.75,49.75,49.75
3185027,49.72,49.72,49.72,49.72
3288973,49.76,49.76,49.76,49.76
3330556,49.79,49.79,49.79,49.79
3349399,49.78,49.79,49.78,49.78
3369645,49.79,49.80,49.80,49.80
3393117,49.84,49.84,49.84,49.84
3419358,49.80,49.81,49.81,49.81
