time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
734023,49.99,50.00,50.00,50.00
778142,49.88,49.89,49.89,49.89
853245,49.88,49.88,49.88,49.88
1089856,50.01,50.01,50.01,50.01
1126679,49.89,49.89,49.89,49.89
1210532,49.96,49.97,49.97,49.97
1255290,50.07,50.08,50.08,50.08
1295861,49.99,50.00,50.00,50.00
1329830,49.88,49.88,49.88,49.88
1365416,49.91,49.91,49.91,49.91
