time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
650932,-49.85,-49.85,-49.85,-49.85
795866,-49.92,-49.92,-49.92,-49.92
921373,-49.92,-49.92,-49.92,-49.92
989656,-49.82,-49.82,-49.82,-49.82
1030085,-49.83,-49.83,-49.83,-49.83
1070817,-49.89,-49.89,-49.89,-49.89
1110840,-49.85,-49.85,-49.85,-49.85
1277153,-50.02,-50.02,-50.02,-50.02
1313421,-49.97,-49.97,-49.97,-49.97
1349577,-49.90,-49.90,-49.90,-49.90
