time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
2539104,49.63,49.64,49.64,49.47
2562045,49.53,49.52,49.53,49.41
2588603,49.55,49.56,49.55,49.52
2609185,49.53,49.56,49.54,49.49
2668399,49.63,49.64,49.64,49.25
2694209,49.53,49.52,49.53,49.44
2716529,49.60,49.64,49.60,49.55
2738789,49.54,49.54,49.54,49.54
2763976,49.49,49.52,49.50,49.49
2792170,49.68,49.65,49.68,49.68
2816792,49.63,49.63,49.63,49.63
2838762,49.62,49.63,49.61,49.55
