time,rotary_enc,esp32_enc_sing,esp32_enc_half,esp32_enc_full
5499505,-49.68,-49.69,-49.68,-49.68
5608403,-49.69,-49.68,-49.69,-49.69
5711248,-49.77,-49.76,-49.76,-49.76
5742108,-49.81,-49.80,-49.81,-49.81
5768292,-49.67,-49.67,-49.67,-49.67
5945073,-49.68,-49.64,-49.67,-49.67
6019887,-49.68,-49.66,-49.68,-49.68
6222225,-49.79,-49.81,-49.79,-49.79
6242875,-49.72,-49.71,-49.72,-49.72
6311161,-49.71,-49.71,-49.71,-49.71
